Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
0.3367339583705589,0.0037527919803981,-0.8872131838247239,-1.867790125172773,1.1693825728779523,1,0.9891495195542868,-1.025817640560559,-0.9611592998452853,1.1528612603786488,-0.8838083024583276,1.2104742324798736,-0.7698150604314354,1,1.308895550005545,2.345352909928235,1.1910326655568593,-0.9316973236084972,-0.8070643925784048,-0.6199782380814274,-1.0774954468066087,-0.4910064335777606,-0.6152821931238183,-0.0582650626318726,-0.3147663692635607,0.8,0.5,0.75,-0.6718414048519217,-0.8598316742652578,-0.8081458906894807,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.416561348306364,0.7100565656496568,-1.01056543769991,-0.8913849032652423,-0.6603059658454001,0,0.0053539892804022,0.3795429667311669,0.8456235272296114,1.1528612603786488,1.1472213863290623,-0.4601295095254688,0.0727971054912825,1,-0.3304766100411612,-0.4260850141831045,0.2661420060911524,0.2419059889060623,0.3496317306815124,-1.3956105870003197,-2.492972039126282,-0.1645571086753146,-0.0632743665189888,-0.6789146428409502,-0.0345080029295605,0.4285714285714285,0.0,0.6666666666666666,0.8945264758519026,0.9741803821420556,1.2600242785031044,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6651277567814755,0.4919697864114296,-0.0237474066984201,2.0378307624573497,1.1693825728779523,0,0.3004926483625676,0.3795429667311669,-0.0577678863078368,0.24611644884488,-0.1750082531502832,0.7465659357763466,0.0727971054912825,1,-0.6037053033822789,-0.4260850141831045,-0.6587486533745543,0.2419059889060623,-0.1644554352117841,0.1556541108374648,0.3379811455130649,0.1618922162271313,0.7647373733882553,0.562384517577205,0.8062670960724398,0.8,0.5,0.875,0.1351647489525966,-0.1314554065239826,-0.4338376894299554,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.5408445525439198,0.930621603742864,0.5930138626775111,-0.8913849032652423,0.254538303516276,1,1.0383392960679811,0.3795429667311669,-0.0577678863078368,1.1528612603786488,-0.3328261844166533,0.0771161981045395,0.4941031884526414,0,-1.1501626900645143,-0.4260850141831045,0.2661420060911524,0.2419059889060623,0.8637188965748089,-0.6199782380814274,-1.0774954468066087,-0.0013324462240916,0.7647373733882553,-0.6789146428409502,0.8062670960724398,0.3888888888888889,0.0,1.0,-0.4331115689866857,-0.3985852204664435,-0.2864440638573722,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0083401599596422,-0.7397248645135585,0.099604847176766,0.0850203186422884,-1.5751502352070763,0,-0.2405948932880688,0.3795429667311669,0.8456235272296114,0.24611644884488,0.7529951677148188,1.160458680200511,1.3367153543753594,0,-1.1501626900645143,-0.4260850141831045,-0.6587486533745543,1.415509301420622,0.7351971051014847,1.7069188086752491,0.3379811455130649,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0.0588235294117647,0.0,0.0,0.098914656525734,0.8221783704498358,0.7486640166002184,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-0.2105890389809687,0.3507090316775778,-1.01056543769991,0.0850203186422884,0.254538303516276,1,1.2842881786364524,0.3795429667311669,0.8456235272296114,0.24611644884488,0.4855755506699198,-0.73296715707188,-0.7698150604314354,0,-0.3304766100411612,-0.4260850141831045,-1.583639312840261,-0.9316973236084972,-0.1644554352117841,0.1556541108374648,1.7534577378327385,0.4883415411295773,0.7647373733882553,-0.6789146428409502,1.08652546240644,1.0,0.0,0.8,-0.440781076519333,0.3604942667394328,0.4817032488832443,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.2105890389809687,-0.8388552187127526,-0.6405086760743514,-0.8913849032652423,0.254538303516276,0,0.4480619779036504,0.3795429667311669,-0.9611592998452853,1.1528612603786488,-0.9668591922633756,-0.4781126294461386,-0.7698150604314354,0,-0.8769339967233966,-0.4260850141831045,0.2661420060911524,0.2419059889060623,-1.3211515584717013,0.1556541108374648,0.3379811455130649,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,1.0,0.0,0.0,-1.262268386992359,-0.9451763313485178,-0.9489308609219568,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.1029861546626976,0.4473611270217922,-0.8872131838247239,-0.8913849032652423,-1.5751502352070763,1,-0.0438357872332919,0.3795429667311669,-0.0577678863078368,1.1528612603786488,-0.3043637311330819,-0.9727889203889366,0.9154092714140004,0,-0.6037053033822789,-0.4260850141831045,0.2661420060911524,2.589112613935182,1.1207624795214572,-0.6199782380814274,0.3379811455130649,-0.3277817711265376,-1.1672900197286478,-0.6789146428409502,-0.0345080029295605,0.25,0.0,0.8,-0.3306229732883494,-0.2643835297048147,-0.2567042880427477,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.1957704342137183,1.6765775190918002,-1.01056543769991,0.0850203186422884,0.254538303516276,1,0.8907699665268984,0.3795429667311669,-0.0577678863078368,-0.6606283626888887,-0.0225004810786093,1.7496868438512054,-0.7698150604314354,0,1.308895550005545,2.345352909928235,-1.583639312840261,0.2419059889060623,-0.6785426011050807,2.482551157594141,-2.492972039126282,-0.1645571086753146,0.2127295467834259,-0.3685898527364113,-0.0345080029295605,1.0,0.1666666666666666,0.6666666666666666,0.6843200602317414,0.0252644497056352,-0.0255010055877658,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.1029861546626976,1.4287516335938149,0.8397183704278836,1.0614255405498192,0.254538303516276,0,-0.0930255637469861,1.784903574022893,-0.0577678863078368,0.24611644884488,-0.3050009502364454,-1.0612995887484828,-0.7698150604314354,1,1.0356668566644271,-0.4260850141831045,0.2661420060911524,-0.9316973236084972,1.1207624795214572,0.1556541108374648,1.7534577378327385,1.957363503190584,1.5927491132954996,-0.0582650626318726,0.8062670960724398,0.95,0.1052631578947368,0.3684210526315789,-0.3329174940875662,-0.2650383480456068,-0.3570731790765349,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
