Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
-1.0863058347434131,1.5055776580981903,-0.7638609299495376,-1.867790125172773,1.1693825728779523,1,0.2513028718488734,1.784903574022893,-0.0577678863078368,1.1528612603786488,-0.394211624707341,0.3315492463571403,-0.7698150604314354,1,1.308895550005545,2.345352909928235,-0.6587486533745543,1.415509301420622,-0.6785426011050807,0.1556541108374648,0.3379811455130649,-0.1645571086753146,0.2127295467834259,-0.6789146428409502,-0.0345080029295605,1.0,0.0,0.6666666666666666,-0.6541504059778738,-0.4555211072566066,-0.2434236183564148,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.4295182379215798,0.296187336868021,-1.01056543769991,2.0378307624573497,-1.5751502352070763,1,1.431857508177535,1.784903574022893,1.7490149407670597,0.24611644884488,2.056320640461046,1.161161145822412,0.4941031884526414,0,1.0356668566644271,-0.4260850141831045,0.2661420060911524,0.2419059889060623,-0.1644554352117841,-0.6199782380814274,0.3379811455130649,-0.1645571086753146,-0.8912861064262331,-0.6789146428409502,0.2457503634044395,0.6,0.0,0.8333333333333334,0.1846388108119631,2.1615001501503044,1.319946865972783,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.9768412352731076,-1.5104633684122937,-0.8872131838247239,0.0850203186422884,1.1693825728779523,0,-0.6833028819113169,-1.025817640560559,-0.9611592998452853,1.1528612603786488,-0.5598885915818614,-0.0127994014988091,-0.7698150604314354,1,-0.8769339967233966,-0.4260850141831045,-0.6587486533745543,0.2419059889060623,-1.1926297669983772,-0.6199782380814274,0.3379811455130649,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,1.0,1.0,1.0,1.6309748298390414,-0.5269656843625173,-0.561967043970565,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.2105890389809687,1.33953431481454,2.196593163054932,-1.867790125172773,0.254538303516276,1,-0.6341131053976228,-1.025817640560559,-0.9611592998452853,-1.5673731742226575,-0.8377161206483649,0.4971906400014342,-0.7698150604314354,0,-1.1501626900645143,-0.4260850141831045,1.1910326655568593,-0.9316973236084972,-0.6785426011050807,0.1556541108374648,-1.0774954468066087,-0.1645571086753146,0.2127295467834259,-0.3685898527364113,-0.875283101931561,1.0,0.1666666666666666,0.1666666666666666,-0.3441619799811416,-0.8124664809479498,-0.7549811474806845,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1178047594299478,-1.6219850168863867,-0.8872131838247239,0.0850203186422884,1.1693825728779523,1,-1.1752006470482592,-1.025817640560559,-0.9611592998452853,-0.6606283626888887,-0.8629924784151186,1.336496565048942,-0.7698150604314354,0,1.8553529366877803,2.345352909928235,-0.6587486533745543,-0.9316973236084972,-0.935586184051729,0.1556541108374648,0.3379811455130649,-0.4910064335777606,-0.3392782798214035,0.2520597274726662,-0.3147663692635607,1.0,0.75,0.75,-0.5238571484586667,-0.8384409417993769,-0.8645508529714561,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1178047594299478,1.4584907398535731,0.099604847176766,-1.867790125172773,0.254538303516276,0,0.0053539892804022,0.3795429667311669,-0.9611592998452853,0.24611644884488,-0.811165324674884,-0.3071324970753958,-0.7698150604314354,0,0.4892094699821919,-0.4260850141831045,-0.6587486533745543,0.2419059889060623,-1.064107975525053,-2.171242935919212,-1.0774954468066087,-0.8174557584802066,-0.8912861064262331,-0.6789146428409502,-0.5950247355975609,0.6666666666666666,0.0,1.0,-0.1554065509081117,-0.7851823834149382,-0.7243562954018847,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.6651277567814755,0.3160134077078598,-0.3938041683239789,0.0850203186422884,-1.5751502352070763,1,0.3496824248762619,-1.025817640560559,-0.0577678863078368,0.24611644884488,-0.5144336288752622,0.7993913505433139,-0.7698150604314354,1,-0.3304766100411612,-0.4260850141831045,-1.583639312840261,-0.9316973236084972,1.1207624795214572,0.1556541108374648,-2.492972039126282,2.120588165641807,0.7647373733882553,-0.3685898527364113,1.08652546240644,1.0,0.05,0.4,-1.0870499967633835,-0.4802553093860017,-0.5165900747160516,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1957704342137183,-1.599680687191568,-1.01056543769991,0.0850203186422884,0.254538303516276,0,1.431857508177535,0.3795429667311669,-0.9611592998452853,-1.5673731742226575,-0.7722949593697082,0.7998128299164546,-0.7698150604314354,0,-0.6037053033822789,-0.4260850141831045,1.1910326655568593,-0.9316973236084972,-0.4214990181584324,2.482551157594141,-1.0774954468066087,-0.0013324462240916,0.7647373733882553,1.4933588878908215,0.5260087297384397,0.875,1.0,0.8571428571428571,0.1209313972548036,-0.7452384646266095,-0.7740089563748334,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.4295182379215798,-1.6566806408561048,-0.8872131838247239,0.0850203186422884,0.254538303516276,0,1.1859086256090638,0.3795429667311669,-0.9611592998452853,1.1528612603786488,-0.8502480963478478,-0.5336074135763303,-0.7698150604314354,0,-0.3304766100411612,-0.4260850141831045,-1.583639312840261,-0.9316973236084972,-0.935586184051729,-0.6199782380814274,1.7534577378327385,-0.6542310960289835,-0.8912861064262331,-0.6789146428409502,-0.5950247355975609,0.75,0.0,0.6666666666666666,-0.4332545425036121,-0.8253445749835312,-0.8518283382271999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1957704342137183,0.9033607563380855,-0.5171564221991651,0.0850203186422884,1.1693825728779523,1,-1.76547796521259,-1.025817640560559,-0.9611592998452853,0.24611644884488,-0.7512667289587113,0.9925693965661334,-0.7698150604314354,0,0.7624381633233096,-0.4260850141831045,1.1910326655568593,-0.9316973236084972,-0.8070643925784048,-0.6199782380814274,0.3379811455130649,-0.4910064335777606,-0.6152821931238183,-0.6789146428409502,-1.1555414682655611,0.8,0.0,0.0,0.2704256970806426,-0.7866948985862402,-0.7530168070468108,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
