Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
0.44619855784086443,1,0.742273930764395,-1.01056543769991,-0.8913849032652423,-0.6603059658454001,1,1.3826677316638407,0.3795429667311669,-0.05776788630783685,1.1528612603786488,-0.10831265366489942,0.7257729533680721,2.1793275202980773,1,-1.1501626900645143,-0.4260850141831045,-1.583639312840261,-0.9316973236084973,-0.42149901815843244,-2.171242935919212,-2.492972039126282,-0.16455710867531462,-0.06327436651898884,-0.6789146428409502,0.24575036340443954,0.75,0.0,0.8333333333333334,0.37532459260392226,-0.19034566220622784,-0.051854936722609886,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.3219153536033088,0,-1.2973331068840257,-0.1470996605736064,-1.867790125172773,0.25453830351627604,0,-0.24059489328806888,-1.025817640560559,-0.05776788630783685,-0.6606283626888887,-0.2916193490658111,1.4883696325039732,-0.7698150604314354,0,2.128581630028898,2.345352909928235,1.1910326655568593,0.24190598890606232,-0.16445543521178416,0.15565411083746483,0.3379811455130649,0.48834154112957734,0.7647373733882553,-0.36858985273641137,0.8062670960724398,1.0,0.1,0.7,-0.2847325573040198,-0.2512871628889691,-0.12508918992393286,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.008340159959642298,1,1.4138820804639356,-0.8872131838247239,-0.8913849032652423,1.1693825728779523,0,1.2842881786364524,-1.025817640560559,-0.9611592998452851,0.24611644884488001,-0.937334707140865,-1.6742710904194367,1.3367153543753594,1,-0.057247916700043505,-0.4260850141831045,-0.6587486533745543,-0.9316973236084973,-0.5500208096317566,0.15565411083746483,0.3379811455130649,-1.1439050833826525,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0.0,1.0,1.0,-1.0523723498631496,-0.914836414891809,-0.9180813919799209,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.42951823792157984,0,1.460968998708553,-0.7638609299495376,1.0614255405498192,1.1693825728779523,1,-0.4865437758565401,0.3795429667311669,-0.9611592998452851,0.24611644884488001,-0.7633738919226185,1.242787651087327,-0.7698150604314354,1,-1.1501626900645143,-0.4260850141831045,0.26614200609115246,-0.9316973236084973,-0.42149901815843244,0.15565411083746483,0.3379811455130649,0.16189221622713135,0.7647373733882553,0.2520597274726662,-1.1555414682655611,1.0,0.375,0.0,0.18435322142334007,-0.7360710078555176,-0.793553887753891,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1.0863058347434131,0,-0.524116344130311,-0.8872131838247239,-1.867790125172773,-1.5751502352070763,0,-1.2735802000756478,0.3795429667311669,-0.9611592998452851,-0.6606283626888887,-0.6446387323292123,0.32578902825755074,2.6006336032594364,0,-0.8769339967233966,-0.4260850141831045,1.1910326655568593,0.24190598890606232,-0.6785426011050807,0.15565411083746483,0.3379811455130649,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,0.3333333333333333,1.0,1.0,1.02846750023793,-0.6140565236878902,-0.5322772231636532,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.5389828373918853,0,0.501882821831349,-0.8872131838247239,-0.8913849032652423,1.1693825728779523,0,0.6448210839584273,0.3795429667311669,-0.9611592998452851,1.1528612603786488,-0.7296012794443509,-0.34408218878739694,-0.7698150604314354,0,-0.6037053033822789,-0.4260850141831045,0.26614200609115246,-0.9316973236084973,-0.42149901815843244,-0.6199782380814274,-1.0774954468066087,-0.0013324462240916321,0.7647373733882553,0.2520597274726662,0.5260087297384397,0.875,0.4285714285714285,0.8571428571428571,0.4244501272042345,-0.701365635793527,-0.701025416258258,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.416561348306364,0,1.2924473965699228,-0.7638609299495376,0.0850203186422884,0.25453830351627604,1,0.7432006369858157,1.7849035740228927,-0.9611592998452851,-1.5673731742226575,-0.814139013823914,-0.6110191251098384,0.49410318845264145,1,1.308895550005545,2.345352909928235,-1.583639312840261,2.589112613935182,0.09258814773486412,0.15565411083746483,-1.0774954468066087,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0.0833333333333333,0.0,0.0,-0.17654715896429166,-0.7882382023386356,-0.8157812131184743,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.7579120363324965,0,1.376708197639238,1.8265364014293735,-1.867790125172773,1.1693825728779523,0,0.054543765794096505,0.3795429667311669,-0.9611592998452851,0.24611644884488001,-0.8092536673647934,-0.1374168028240752,-0.7698150604314354,0,1.8553529366877803,2.345352909928235,-0.6587486533745543,0.24190598890606232,-1.3211515584717013,-0.6199782380814274,0.3379811455130649,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,1.0,0.0,0.0,-0.14181616001485411,-0.7832179283925615,-0.7221513060522111,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.11780475942994784,0,-1.4534634147477568,1.7031841475541873,0.0850203186422884,1.1693825728779523,0,-1.076821094020871,-1.025817640560559,0.8456235272296114,0.24611644884488001,0.6421190437295629,-0.7763795325053718,-0.7698150604314354,0,1.5821242433466627,2.345352909928235,-0.6587486533745543,-0.9316973236084973,-0.16445543521178416,-0.6199782380814274,0.3379811455130649,0.32511687867835437,0.7647373733882553,-0.36858985273641137,1.08652546240644,0.9,0.1111111111111111,0.8888888888888888,-0.12485116765974996,0.7082399791519792,0.6379781383251901,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.10112443951066324,0,1.2304909251954264,2.1965931630549322,0.0850203186422884,0.25453830351627604,0,1.3826677316638407,0.3795429667311669,-0.05776788630783685,0.24611644884488001,-0.2688918677125115,0.318061906416638,1.3367153543753594,0,-0.6037053033822789,-0.4260850141831045,-0.6587486533745543,1.415509301420622,0.7351971051014847,0.15565411083746483,-1.0774954468066087,-0.0013324462240916321,0.7647373733882553,1.4933588878908215,0.8062670960724398,0.4117647058823529,1.0,1.0,-0.20289464879863245,-0.2279319754007112,-0.2714696239767172,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.21058903898096878,0,0.01614408625529739,0.8397183704278836,0.0850203186422884,-1.5751502352070763,0,0.8907699665268984,1.7849035740228927,-0.9611592998452851,-0.6606283626888887,-0.8659661675641485,0.30429358022737524,-0.7698150604314354,0,-0.6037053033822789,-0.4260850141831045,0.26614200609115246,0.24190598890606232,-0.6785426011050807,1.7069188086752491,0.3379811455130649,-0.3277817711265376,-0.06327436651898884,-0.6789146428409502,-0.3147663692635607,0.8333333333333334,0.0,0.6,-0.544997756514846,-0.8414967607230742,-0.8675194397451157,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
